original_language,runtime,popularity,vote_average,Num_genres,Num_keywords,Num_production_companies,Num_production_countries,Num_spoken_languages,Num_overview_words,Num_tagline_words,Num_Departments,Num_Cast,Num_Crew,Year,Month,Day,Is_profitable
4,126.0,7.029126,6.7,2,2,2,3,1,53,10,8,11,10,2000,10,13,0
4,118.0,11.233081,6.5,3,3,1,1,2,34,6,8,13,35,2000,2,18,1
4,116.0,34.022209,7.1,1,14,2,1,2,21,4,8,15,19,1983,6,7,1
4,84.0,4.134327,4.8,2,9,1,2,2,37,7,6,16,7,2006,12,25,1
4,137.0,4.641006,7.4,5,8,3,1,2,14,15,6,30,8,1989,10,5,0
4,119.0,8.775844,6.4,4,17,0,1,2,39,0,8,15,17,2000,9,8,1
4,97.0,2.062087,6.5,2,4,1,1,1,17,3,6,15,13,2002,9,13,0
4,79.0,8.738737,6.0,1,7,1,1,1,72,8,8,36,14,1994,4,29,0
4,91.0,3.810697,5.7,3,4,2,1,1,68,13,8,20,12,1984,3,16,0
4,97.0,2.365328,6.0,1,0,2,1,1,150,0,1,14,1,2007,6,1,0
4,103.0,5.2545,5.5,3,1,1,1,1,62,8,2,13,2,2005,9,1,0
4,84.0,9.933926,6.8,3,3,3,1,1,27,0,7,19,12,2011,8,11,1
4,120.0,8.218383,6.0,2,12,0,2,1,131,8,5,20,15,1990,1,25,0
7,98.0,5.119593,5.8,1,0,4,1,1,45,0,2,13,3,2014,4,30,1
4,128.0,2.872281,7.0,2,0,2,2,3,26,0,8,29,15,2002,5,17,0
4,130.0,0.717811,4.8,1,5,3,1,1,66,12,1,5,1,2010,5,14,0
4,86.0,1.458884,6.1,3,5,1,1,1,70,0,2,8,5,2006,11,22,0
2,130.0,7.028946,6.8,4,12,25,7,2,110,0,10,44,60,2008,3,25,0
4,97.0,2.009597,4.5,2,4,3,1,1,17,6,5,15,6,2005,8,26,0
4,103.0,4.799022,5.8,2,9,5,1,1,33,8,6,33,25,2009,5,16,0
4,97.0,16.072466,6.3,2,15,2,1,1,63,9,6,10,10,1986,9,26,1
4,90.0,3.789485,5.9,3,15,4,3,1,46,7,5,14,5,2004,1,15,0
4,122.0,3.949796,7.3,3,0,5,1,1,55,17,11,17,40,2010,4,15,0
4,84.0,18.172736,6.3,3,0,3,1,2,39,10,11,20,47,2007,11,28,0
4,96.0,6.677926,5.6,3,6,5,3,2,36,6,11,25,49,2014,11,7,0
4,97.0,24.750909,6.8,2,8,1,1,1,60,17,7,27,61,1987,7,31,1
4,112.0,17.697042,6.8,3,15,3,1,2,54,8,8,9,24,2009,12,16,1
4,125.0,7.000949,6.8,3,3,1,1,1,34,11,8,12,20,1979,11,7,1
4,96.0,11.436405,5.6,1,0,1,1,1,35,4,10,16,23,2013,9,27,1
4,98.0,14.171759,5.7,1,5,3,1,1,25,5,8,31,16,1968,10,10,0
4,122.0,3.604863,6.8,1,3,2,2,5,27,4,6,9,16,2006,9,2,1
4,100.0,40.28709,6.8,2,8,3,1,1,59,11,9,16,49,2015,2,20,1
4,104.0,3.809131,3.4,2,4,5,1,1,33,9,8,9,12,2001,9,21,0
14,135.0,2.60632,6.6,3,3,1,1,1,66,0,4,8,5,2003,12,24,0
4,119.0,9.230073,6.8,2,4,7,3,2,76,4,9,19,18,2009,11,5,0
4,145.0,14.719886,7.7,2,1,3,2,3,45,9,8,13,14,2010,2,12,1
4,106.0,28.540614,6.6,3,9,6,1,1,134,3,10,1,48,2013,10,18,0
4,124.0,6.787967,7.1,3,20,16,8,3,47,11,7,11,8,2006,5,18,1
9,159.0,3.353176,7.2,1,0,1,1,1,61,0,3,6,3,2013,5,31,1
4,171.0,7.973109,7.0,3,3,1,1,1,68,23,6,76,11,1951,11,8,1
26,122.0,1.465762,4.3,3,5,1,1,4,66,7,6,6,9,2006,2,3,0
4,154.0,121.463076,8.3,2,18,3,1,3,36,11,10,54,43,1994,10,8,1
4,117.0,89.095538,7.6,3,10,2,1,1,40,6,11,29,79,2014,10,23,1
4,104.0,2.62082,5.1,2,5,3,1,1,39,5,11,10,94,2004,2,27,0
4,174.0,37.960289,7.4,4,17,3,1,3,21,7,8,21,18,1965,3,2,1
4,111.0,21.735068,6.1,3,2,1,1,2,26,15,9,13,19,1984,3,9,1
4,102.0,14.793177,7.5,2,15,3,1,1,26,8,10,27,62,2006,7,26,1
4,89.0,51.109279,7.8,2,12,4,1,1,20,27,7,16,14,1986,8,22,1
4,113.0,45.490374,7.1,3,8,2,1,2,53,16,9,22,36,2002,10,31,1
4,111.0,26.356697,7.2,2,14,2,1,1,51,13,10,45,38,1979,6,22,1
4,100.0,33.372828,7.0,2,12,2,1,1,26,8,11,38,46,2011,9,30,1
4,94.0,37.821106,6.1,2,6,1,1,1,67,8,10,20,40,2014,1,29,1
4,111.0,10.19377,7.2,3,7,2,2,1,58,5,6,12,10,1993,5,7,0
4,142.0,25.289665,6.5,3,22,3,2,2,55,11,8,23,13,1969,12,12,1
4,112.0,14.730796,6.4,4,22,1,1,1,45,7,9,42,37,1994,10,13,1
4,91.0,4.482714,5.8,4,3,3,1,1,61,11,3,12,3,1999,10,1,1
4,112.0,4.932893,6.7,1,3,5,1,1,144,9,9,29,30,2006,4,28,1
4,82.0,7.894489,6.4,2,5,1,1,2,30,8,6,12,8,1998,1,16,1
4,97.0,13.987772,5.2,1,12,5,2,2,84,18,7,18,19,2009,1,30,1
4,102.0,45.310443,7.3,3,9,3,2,3,26,10,10,19,59,2000,4,13,1
4,93.0,9.799177,6.1,3,13,3,3,1,20,12,8,20,19,2002,1,12,1
7,116.0,5.069095,6.5,3,5,2,1,2,57,4,7,14,12,2006,7,6,1
4,118.0,13.517017,5.9,3,6,2,1,3,36,4,8,66,18,2009,11,24,1
4,92.0,45.395839,6.7,1,5,2,1,1,51,12,9,55,45,2010,9,10,1
4,92.0,5.93923,6.6,2,3,1,1,2,26,9,5,15,5,2000,5,15,1
4,104.0,11.837067,5.7,1,7,2,1,1,68,13,8,22,22,2011,4,29,1
4,97.0,2.149469,4.6,2,2,2,1,1,79,11,8,12,19,1996,5,3,0
4,92.0,3.535789,5.5,3,1,1,1,2,80,7,6,7,6,2000,9,22,0
4,90.0,21.024346,7.0,4,3,1,1,1,15,0,8,3,56,2015,12,30,0
4,129.0,7.235794,7.0,2,8,2,1,1,27,0,9,14,20,2010,11,5,1
7,111.0,8.204829,6.9,5,7,6,2,1,39,10,2,9,3,2002,1,8,0
4,79.0,8.403859,5.7,2,3,2,1,2,66,20,10,14,65,1991,8,23,0
4,101.0,13.143045,6.9,2,9,1,1,1,17,11,9,28,28,2010,7,6,0
4,113.0,6.138802,6.6,3,7,7,1,1,22,12,7,39,14,2010,9,11,0
4,106.0,8.717235,6.7,2,4,1,1,1,50,9,3,7,3,1997,1,24,0
4,104.0,35.735689,7.3,4,0,4,1,1,39,8,7,47,11,2013,9,7,1
4,112.0,7.433574,5.9,2,5,1,1,2,50,7,7,15,13,2005,5,13,0
4,99.0,4.090382,5.8,3,0,1,1,1,20,5,3,11,3,2007,4,30,0
4,91.0,5.244518,6.6,4,9,3,1,1,63,6,8,15,36,2006,9,7,0
4,98.0,10.791954,6.4,2,15,7,2,1,77,10,8,14,11,2010,6,17,0
4,95.0,9.782433,5.6,3,8,3,1,1,59,4,9,7,23,2008,4,11,0
4,107.0,3.942464,6.3,5,4,1,1,1,41,8,2,13,3,2006,2,19,0
4,112.0,6.500835,5.1,1,3,3,3,2,92,0,2,11,2,2014,2,12,0
13,124.0,39.338097,7.8,2,15,8,1,1,60,5,8,12,22,1988,7,16,0
4,97.0,12.893219,5.8,4,17,2,2,1,44,12,6,23,29,2007,7,23,0
7,124.0,0.983484,6.1,1,5,0,1,2,151,0,1,8,1,2005,10,25,0
4,104.0,7.828459,7.0,1,2,3,1,1,32,10,6,11,9,2016,9,16,0
4,102.0,11.000654,6.4,2,18,6,2,2,55,6,7,10,14,2003,5,18,1
4,106.0,2.101718,4.1,3,0,2,1,2,61,6,10,12,29,2016,5,6,0
4,99.0,19.585801,7.0,2,10,2,1,3,68,16,10,16,40,1989,12,13,1
1,91.0,17.318839,6.5,4,10,2,1,2,74,6,3,9,4,1995,1,30,1
7,110.0,3.363973,6.6,2,17,17,1,3,29,0,8,11,13,2014,8,30,0
4,92.0,29.01153,7.1,2,32,2,1,1,161,10,11,45,112,2005,9,5,1
4,93.0,20.745052,5.6,1,8,3,1,2,38,6,8,20,20,2007,6,8,1
4,100.0,16.990308,6.8,2,12,1,2,1,26,7,7,29,7,2009,10,29,1
4,104.0,4.820166,5.7,3,1,4,1,2,62,0,7,11,12,2005,10,21,1
4,109.0,2.226412,5.8,2,11,3,3,1,30,41,5,9,6,1984,3,9,0
4,105.0,8.526635,6.8,4,4,3,2,3,56,0,6,12,11,2002,1,14,1
4,102.0,1.369528,4.5,1,1,0,1,1,99,0,1,12,1,2002,9,20,0
4,92.0,14.652342,5.7,1,10,1,1,1,81,10,7,25,8,2009,9,3,1
4,92.0,8.859657,6.2,4,5,1,1,1,16,17,8,20,16,2003,9,2,0
4,101.0,0.086731,5.8,1,1,0,1,1,15,0,2,26,2,2012,4,27,0
4,113.0,7.802245,6.2,1,3,1,2,2,48,10,3,16,8,2011,12,21,0
7,95.0,24.281951,7.7,2,12,14,2,4,59,0,8,11,23,2007,5,23,0
3,107.0,25.281197,7.5,2,16,1,1,1,46,6,7,31,9,2008,3,11,1
4,117.0,38.150787,6.4,2,1,4,3,1,31,3,11,16,60,2016,6,8,0
4,103.0,16.829837,6.7,4,2,3,1,1,20,6,11,34,58,2009,11,11,1
4,96.0,19.782725,7.0,3,11,2,1,1,25,12,11,30,72,2007,12,5,1
4,104.0,4.943588,5.5,1,0,4,1,1,72,8,8,8,13,2015,5,7,0
4,120.0,34.634181,6.3,3,20,3,2,2,36,8,8,23,19,1971,12,13,1
4,175.0,143.659698,8.4,2,12,2,1,3,48,5,10,58,42,1972,3,14,1
4,95.0,18.422323,6.1,3,4,1,1,2,53,6,8,26,20,1983,4,14,1
4,95.0,45.610993,7.2,3,17,3,1,3,50,7,9,23,35,2009,7,17,1
4,121.0,17.681707,7.1,2,22,4,3,2,70,0,6,15,7,1993,5,19,1
4,110.0,35.897151,6.1,2,5,2,1,1,29,7,9,84,25,2012,6,28,1
4,121.0,30.465138,6.4,3,20,3,1,2,27,5,8,15,16,1973,7,5,1
4,95.0,5.675535,6.5,3,3,2,1,1,64,5,4,6,5,2000,1,14,0
4,112.0,4.492455,6.0,1,4,5,1,1,13,16,3,11,5,2011,5,6,1
4,93.0,17.717681,6.8,2,7,7,4,1,17,10,7,21,19,2005,9,16,1
4,114.0,17.434862,6.8,2,10,7,2,1,22,3,8,17,22,2005,9,30,1
4,104.0,25.511217,6.8,3,21,2,1,1,12,9,9,16,20,1995,8,25,1
4,119.0,12.268143,6.6,4,15,1,1,1,33,17,10,19,26,1976,6,23,1
4,125.0,30.214716,6.3,3,18,3,2,3,42,12,9,16,23,1974,12,1,1
4,96.0,6.872784,4.9,5,16,2,1,2,22,3,6,19,7,1988,2,12,1
4,89.0,14.741589,4.4,1,1,3,1,1,13,6,11,16,33,2014,1,8,1
4,92.0,5.500324,6.3,2,4,1,1,1,78,12,9,25,15,1996,3,22,1
4,103.0,29.761163,7.2,3,8,3,1,1,50,7,3,20,3,2015,6,19,1
4,97.0,2.772178,6.2,4,0,1,1,3,24,0,4,10,5,1999,8,25,1
4,89.0,19.301432,6.0,1,6,2,1,1,30,5,10,27,88,2003,4,11,1
4,105.0,23.612409,6.6,2,5,5,3,3,69,2,9,18,36,2009,10,2,1
4,103.0,6.557643,6.5,3,1,3,1,2,33,4,8,8,12,2010,1,22,0
4,103.0,9.887662,5.8,4,8,1,1,1,124,5,6,11,9,1989,6,1,0
4,116.0,8.079046,7.0,2,4,5,1,1,66,6,11,42,79,2014,9,10,1
4,101.0,21.626288,7.3,2,7,3,1,2,64,0,8,22,16,2009,10,19,0
4,164.0,14.672151,7.0,1,11,2,2,1,78,0,6,15,8,1988,8,12,1
4,96.0,2.627232,5.6,3,17,2,1,1,69,11,3,12,5,1999,8,16,1
4,111.0,12.150871,6.5,4,5,0,2,6,52,9,2,15,4,2004,2,11,0
4,90.0,4.857028,5.7,5,3,4,1,1,39,10,8,22,18,1992,5,1,0
4,113.0,2.206097,6.7,4,2,1,1,2,130,3,2,4,2,2001,4,12,0
9,192.0,3.721858,7.4,2,6,1,1,1,27,3,8,13,15,2004,11,12,1
4,99.0,5.091253,6.4,1,14,1,1,1,121,11,2,22,2,2008,4,7,0
4,91.0,15.212569,6.1,3,1,1,1,2,68,13,8,11,18,2010,6,18,0
4,104.0,7.051521,6.1,2,12,3,1,1,72,8,4,15,6,2002,10,18,0
4,90.0,11.400229,6.2,1,22,3,1,3,58,7,7,33,12,2006,12,29,0
4,112.0,21.276864,7.4,2,8,2,2,1,26,0,8,10,37,2011,9,28,0
4,102.0,2.932784,5.0,2,5,0,1,1,50,0,1,5,1,2009,10,21,0
4,100.0,2.550045,4.5,1,12,2,2,2,39,7,8,15,20,1983,4,8,0
4,125.0,5.517597,6.7,2,3,2,2,1,64,0,2,21,2,2009,11,7,0
4,98.0,9.590373,6.0,2,5,4,1,2,16,0,10,21,27,2010,9,3,0
4,106.0,13.635828,6.7,1,7,8,1,1,32,12,6,11,29,2010,1,22,0
4,103.0,5.038953,6.2,3,11,3,2,1,27,0,6,2,16,2002,1,12,0
4,96.0,1.498245,7.7,2,0,1,2,2,35,0,1,11,1,2002,1,1,0
4,103.0,8.184588,7.1,2,4,3,1,1,28,7,4,29,4,2015,10,2,0
4,108.0,2.26778,5.9,1,2,4,2,1,89,5,8,16,19,2010,8,1,0
22,170.0,3.120016,6.7,2,0,3,1,1,123,0,6,8,11,2013,2,27,0
4,108.0,8.207425,6.0,3,2,2,1,2,68,0,6,12,11,2010,1,1,0
4,108.0,34.917447,7.2,3,9,3,2,2,40,7,8,15,16,1999,1,22,0
4,84.0,5.060656,5.0,2,7,1,1,1,95,9,9,11,24,2011,9,10,0
22,76.0,5.33861,5.1,2,0,1,1,1,99,10,2,5,4,2012,10,11,1
4,97.0,8.591387,6.9,2,5,2,2,1,68,17,9,10,21,2008,3,11,1
4,102.0,26.181753,7.4,2,9,3,1,1,57,5,6,17,8,1993,9,24,1
4,94.0,6.665164,5.8,3,7,3,1,1,16,6,10,24,35,2015,11,20,0
4,101.0,4.665309,6.1,3,0,3,1,1,78,6,2,19,2,2003,5,18,0
4,101.0,25.613197,5.6,2,5,3,1,1,40,9,8,24,29,2012,9,21,1
7,130.0,21.285206,7.9,3,15,3,2,3,50,10,11,23,69,2010,9,4,1
20,115.0,23.604936,7.8,3,10,8,1,1,42,9,10,10,41,2007,10,12,0
4,99.0,60.225219,5.6,1,8,4,1,1,86,6,11,23,46,2014,10,2,1
4,112.0,17.705671,7.4,2,8,1,1,1,38,14,9,13,14,1991,7,12,1
4,108.0,6.847099,6.8,2,7,2,1,1,20,11,8,47,22,1987,7,24,1
4,105.0,11.208769,6.8,3,27,2,1,1,22,5,8,14,19,1980,6,25,1
4,108.0,2.163683,6.2,4,9,1,1,4,49,12,9,7,30,1993,4,2,0
4,98.0,11.142389,7.0,3,7,1,1,1,36,8,6,17,8,1999,4,9,1
4,88.0,11.885221,5.1,3,6,1,1,1,22,0,6,13,7,2006,9,7,1
4,131.0,12.524953,7.0,2,11,1,1,1,112,26,9,22,17,1971,3,12,1
4,100.0,40.688426,7.0,1,6,6,1,1,43,0,8,13,18,2011,10,2,1
4,105.0,24.0034,7.0,3,10,2,1,2,39,0,9,18,18,2004,9,30,1
4,100.0,2.639106,8.0,1,0,0,1,1,139,0,1,8,1,2005,10,21,0
4,116.0,16.574756,6.5,2,6,1,2,1,30,7,9,15,34,2013,5,31,0
4,96.0,5.483531,6.8,2,7,2,1,1,46,9,3,9,3,2004,7,23,0
4,113.0,8.432401,7.1,2,4,1,1,2,60,7,4,14,10,2009,11,13,0
4,102.0,2.074295,6.0,4,0,3,2,1,117,0,11,8,34,2010,5,20,0
4,108.0,74.234793,7.3,3,12,5,2,1,56,6,11,33,55,1984,10,26,1
3,121.0,11.086001,7.4,3,15,3,1,1,53,11,10,16,39,2003,2,9,1
4,97.0,13.409125,7.2,1,9,5,1,1,53,16,7,26,14,2009,3,27,0
4,91.0,14.961629,7.3,2,18,3,1,1,37,9,9,15,21,1985,5,15,1
4,94.0,16.139771,6.8,2,11,3,1,1,14,13,7,18,10,1995,10,20,0
4,110.0,67.608041,7.2,1,19,2,1,1,37,4,9,23,20,1978,7,7,1
4,120.0,49.802914,7.5,3,12,2,2,2,26,7,9,31,34,1986,12,18,1
4,122.0,16.20985,6.8,1,9,2,1,2,35,4,3,17,5,2004,6,25,1
4,110.0,24.499996,7.4,4,3,3,1,2,73,10,7,21,17,1969,9,23,1
4,139.0,59.961523,7.4,3,13,1,1,1,61,2,8,20,16,1964,8,27,1
4,124.0,12.541983,7.4,1,8,2,1,1,63,10,9,17,24,1980,9,19,0
4,152.0,23.431117,7.0,3,21,3,1,1,59,14,9,36,52,1961,10,18,1
4,98.0,15.929648,6.6,1,5,2,1,1,55,5,6,55,9,1980,7,25,1
4,106.0,5.537646,7.1,3,0,1,1,1,50,6,3,11,3,1999,7,16,1
4,106.0,64.025031,8.1,3,7,2,1,4,67,7,10,18,64,1995,7,19,1
4,89.0,12.654051,5.5,2,15,1,1,1,72,8,6,43,11,1989,8,11,1
4,92.0,35.108498,5.9,2,13,2,1,1,86,3,6,13,10,2002,3,29,1
4,109.0,40.196514,7.3,2,12,4,1,1,66,3,10,74,44,2008,9,7,1
4,144.0,7.60445,6.2,1,1,2,1,1,26,7,8,15,14,1946,12,31,1
4,99.0,24.351305,6.9,2,14,4,1,1,60,18,8,14,14,1981,5,22,1
4,89.0,12.601677,4.4,2,7,2,1,1,39,8,2,6,4,2007,8,8,1
1,113.0,7.077505,6.3,3,4,1,2,3,33,4,6,15,10,1997,1,31,1
4,91.0,4.053017,6.6,2,2,1,1,1,56,7,7,20,11,2003,4,16,1
4,99.0,15.639016,6.5,4,9,4,2,1,51,13,10,20,25,1998,4,23,1
4,98.0,3.89204,5.4,3,11,2,1,1,26,4,6,30,9,1995,5,24,1
4,121.0,26.286954,7.4,1,11,8,3,4,48,3,9,16,38,2006,9,1,1
4,96.0,8.008844,5.2,2,16,1,1,1,67,7,7,19,12,1989,10,12,1
4,100.0,12.68514,6.5,3,14,5,1,1,79,8,8,18,23,2012,4,27,1
4,101.0,3.561198,6.1,3,5,1,1,1,15,14,3,11,3,1999,2,26,1
4,96.0,14.988746,6.4,2,4,2,1,2,74,9,3,15,7,2012,9,7,1
4,104.0,6.497285,6.9,2,7,5,1,1,52,5,8,11,24,2009,3,6,1
4,96.0,19.411141,6.8,4,5,7,1,2,123,14,9,14,20,2011,7,7,1
4,94.0,7.034618,4.8,1,7,1,1,1,20,0,1,19,1,2008,8,28,0
4,97.0,26.218912,7.1,2,5,1,1,1,19,8,8,20,19,1999,4,21,1
4,120.0,15.015271,6.4,2,5,3,1,1,108,7,6,27,11,2014,1,18,0
4,95.0,5.696491,5.5,1,7,3,1,2,63,10,7,15,19,1999,2,5,0
4,99.0,5.411243,6.9,1,0,2,1,1,84,4,5,8,6,1993,8,27,0
4,94.0,6.27257,6.6,2,0,3,2,3,32,0,4,18,9,2003,11,14,0
4,95.0,4.148253,6.0,3,4,1,1,1,17,0,9,37,21,2001,11,23,0
4,145.0,14.970654,7.6,2,12,1,1,3,71,24,10,44,34,1969,6,17,0
4,99.0,7.161051,6.2,1,3,2,1,1,67,0,7,15,7,2008,7,3,0
4,110.0,12.434688,6.6,4,10,2,1,1,19,10,8,23,16,1979,1,25,0
4,107.0,1.478505,4.6,4,10,2,1,1,48,0,7,23,19,1991,6,8,0
4,97.0,0.215464,4.7,1,11,2,1,1,26,5,8,13,28,2011,3,25,0
4,99.0,6.903186,6.2,1,1,5,1,1,75,0,2,18,2,2009,1,17,0
4,104.0,2.260315,5.3,2,2,1,1,2,35,0,9,18,22,2011,7,15,1
4,97.0,3.427061,5.9,2,7,3,1,1,51,10,2,19,2,2006,1,10,0
4,85.0,2.404626,4.7,1,2,0,1,2,13,0,4,8,7,2008,9,5,0
4,86.0,15.048067,6.8,3,14,3,2,1,46,5,7,13,22,2003,5,16,0
4,95.0,10.19041,5.6,3,14,5,2,1,29,6,10,34,51,2012,11,8,0
4,101.0,12.099486,6.3,2,2,2,2,1,68,11,3,6,4,2009,10,1,0
4,90.0,4.957014,5.2,2,0,1,1,1,41,4,2,13,3,2011,4,2,0
4,87.0,18.119265,7.1,3,9,4,1,1,34,10,9,20,18,1983,2,4,0
7,122.0,13.034602,7.0,3,13,1,1,7,31,21,8,20,11,2002,5,17,0
4,86.0,6.349218,5.5,1,1,1,1,1,50,5,5,5,14,2014,1,20,0
16,103.0,5.013575,6.8,3,2,5,2,3,57,11,8,15,19,2008,11,17,0
4,133.0,4.49029,7.2,4,13,3,2,2,120,7,8,24,14,1964,9,21,1
25,108.0,11.81832,6.8,4,8,3,2,4,91,4,6,10,9,2005,8,11,1
4,112.0,22.054546,6.2,3,11,4,4,2,71,12,8,13,22,2002,4,11,1
4,95.0,3.201886,4.2,3,4,3,1,1,44,0,9,32,28,2006,9,1,1
5,85.0,22.341462,6.4,2,8,1,1,1,28,2,2,13,5,2009,9,15,1
4,129.0,28.500913,7.9,3,14,1,1,1,32,8,10,40,39,1973,12,25,1
4,123.0,10.439971,6.8,2,8,5,1,2,15,31,8,17,24,1981,5,15,1
4,90.0,33.296684,5.9,3,7,3,1,1,29,5,9,53,35,2013,7,26,0
4,105.0,19.127239,7.4,1,3,2,1,1,37,3,7,15,11,1973,4,19,1
4,111.0,14.072941,7.1,2,9,5,3,1,38,3,8,23,21,2001,7,20,0
4,95.0,2.141143,3.3,2,17,1,1,1,57,13,2,13,2,1980,6,6,0
4,92.0,2.080741,5.6,2,16,1,1,3,49,4,7,15,12,2003,6,6,0
4,104.0,7.79068,6.2,4,8,1,2,1,54,6,5,18,9,2003,10,23,0
4,120.0,15.580335,7.6,1,17,2,1,1,28,19,9,42,17,1989,6,30,1
7,93.0,10.787322,6.8,2,4,0,3,1,69,0,4,9,4,2011,5,17,0
13,100.0,3.21392,5.4,2,2,2,1,1,20,3,5,13,9,2013,10,5,0
9,157.0,5.206967,7.2,1,5,2,1,1,149,3,6,9,11,2006,1,26,1
4,96.0,3.653305,5.6,4,4,1,1,1,32,6,3,8,6,2011,7,15,0
4,120.0,5.033065,5.9,1,6,1,2,1,25,5,5,4,10,2014,9,7,0
4,103.0,5.934016,7.2,4,3,1,1,1,108,12,8,13,12,1980,10,2,0
4,106.0,48.375848,6.5,2,6,2,1,2,21,7,8,31,21,2013,9,12,0
4,92.0,42.187986,6.3,1,2,5,1,1,61,7,8,15,23,2005,10,28,1
4,103.0,53.698683,6.8,3,8,3,1,1,97,5,11,10,59,2016,3,10,1
4,87.0,14.752587,6.1,2,7,4,1,1,70,6,6,32,15,2002,10,21,1
4,81.0,48.170508,6.3,2,6,3,1,1,66,0,7,15,17,2016,7,21,1
4,83.0,29.15813,5.9,1,6,4,1,1,23,5,9,11,24,2011,10,19,1
4,89.0,56.30466,4.9,1,9,9,2,1,21,7,11,19,50,2014,10,24,1
4,96.0,17.304055,6.5,2,12,2,1,1,58,9,7,28,13,1987,2,27,1
5,115.0,9.59729,7.5,2,2,4,1,2,23,6,5,49,6,2013,7,20,1
4,95.0,20.326337,5.2,1,14,4,1,1,31,5,9,14,27,2012,10,17,1
4,135.0,4.028875,6.4,1,2,1,1,1,75,14,8,24,15,1953,9,16,1
4,113.0,6.470766,6.7,1,5,4,1,1,49,0,6,12,6,1975,5,21,1
4,89.0,16.856231,5.1,3,13,1,1,1,57,6,6,32,9,1991,9,5,1
4,110.0,19.683187,7.0,2,18,1,1,1,24,7,9,10,30,2003,11,16,1
4,127.0,9.358197,6.8,3,17,1,1,1,20,7,7,20,11,1954,12,23,1
4,84.0,19.984477,5.2,2,3,3,1,1,40,5,6,10,9,2014,1,1,1
4,124.0,30.271066,7.9,2,10,1,2,1,55,16,11,53,40,1980,10,2,1
4,117.0,59.454473,7.9,2,7,4,1,2,27,9,7,16,24,2013,9,7,1
4,83.0,20.304235,5.1,2,9,3,1,1,80,3,11,9,45,2015,1,29,1
4,113.0,60.715151,8.1,2,12,4,1,1,78,5,9,13,21,2000,10,11,1
4,104.0,35.871248,6.3,1,5,5,1,1,20,8,11,10,43,2013,9,8,1
4,97.0,18.077963,6.9,1,3,2,1,1,24,6,7,21,8,2006,5,25,1
4,110.0,20.428237,7.4,3,6,6,2,1,51,18,8,17,17,2000,5,18,1
4,103.0,32.14444,7.1,2,13,3,1,1,28,4,7,13,18,2013,6,6,1
4,104.0,3.656491,6.8,5,10,1,1,1,78,24,3,15,4,1982,3,2,1
4,134.0,4.227807,6.1,1,11,1,1,1,24,8,5,9,5,1997,10,9,0
4,90.0,15.688439,5.9,2,5,4,1,1,151,3,8,26,20,2011,8,26,1
4,134.0,22.9951,7.1,2,8,4,2,1,83,10,10,44,71,2016,2,19,1
4,93.0,26.510558,6.1,2,15,3,1,1,29,6,11,16,51,2014,8,14,1
4,99.0,35.307577,7.5,1,3,4,1,1,32,0,8,18,16,2014,12,5,1
4,139.0,4.079111,6.0,2,1,1,1,2,64,13,8,59,14,1954,8,25,1
4,99.0,7.058868,6.4,3,0,3,1,2,23,17,2,11,2,1981,3,17,1
4,100.0,12.904615,4.8,2,10,3,1,1,76,6,6,16,7,1989,7,28,1
4,95.0,18.115566,6.2,3,17,5,2,2,30,10,6,16,9,2002,2,22,1
4,94.0,62.554173,5.0,2,11,8,2,1,26,9,9,10,67,2013,1,24,1
4,88.0,9.483717,5.0,2,18,1,1,1,58,11,9,17,17,1995,9,29,1
5,106.0,16.890285,7.3,2,10,3,1,1,28,45,7,20,15,2001,6,8,1
4,99.0,49.12486,7.5,2,15,8,3,1,39,5,9,22,17,2004,4,9,1
4,135.0,5.960149,6.9,3,4,3,1,2,22,12,9,21,24,1996,6,21,1
4,88.0,9.302349,5.9,2,15,1,1,1,66,5,7,24,9,1988,10,21,1
4,89.0,8.190888,5.8,2,10,3,2,1,47,9,8,13,14,1986,3,27,0
4,107.0,8.452666,5.5,6,11,3,1,2,50,13,9,23,41,1983,4,14,1
4,86.0,17.028252,5.0,3,11,3,2,2,71,10,11,11,74,2011,7,20,1
4,102.0,19.336367,6.5,2,9,3,1,2,48,4,6,20,11,2008,1,18,1
4,103.0,38.006982,6.7,2,13,3,1,3,35,4,10,23,45,2015,8,26,1
4,139.0,0.835617,5.4,4,4,1,1,1,161,9,2,9,3,1959,12,25,1
4,92.0,14.947588,4.3,2,5,1,1,1,17,4,2,17,4,2016,1,28,1
4,89.0,1.199451,6.2,3,13,1,1,1,60,7,8,9,25,1932,12,8,1
4,82.0,3.7387,6.2,4,12,2,2,2,157,0,2,9,3,2000,3,17,0
7,99.0,3.03091,6.7,3,12,9,2,2,117,15,10,39,29,2003,5,21,0
4,90.0,2.739307,4.9,4,14,4,1,1,30,6,6,11,8,2001,4,27,0
4,118.0,5.348446,6.4,4,13,1,1,2,42,0,2,13,3,1978,11,1,1
4,97.0,4.070044,6.7,1,9,2,1,1,23,22,6,10,10,1989,7,21,0
4,91.0,6.308298,6.5,2,7,1,1,1,21,6,4,11,5,1998,8,14,0
12,175.0,49.333137,8.1,1,13,3,3,1,46,22,9,14,16,1968,12,21,1
4,94.0,4.149628,6.3,3,0,1,1,1,17,4,4,13,5,2001,7,13,1
4,97.0,46.114184,7.6,2,9,4,1,2,52,9,8,10,23,2009,6,12,1
4,112.0,7.673124,6.8,1,8,2,1,2,74,9,9,9,26,1997,5,14,0
